ip_address,request_type,attack_type,packet_rate,response_time,connection_duration,protocol_type,packet_variance,burst_rate,label
192.168.93.123,TCP,UDP-Lag,766,3.3902301512557504,118,ICMP,2514,4,1
192.168.73.155,UDP,UDP-Lag,5130,3.0019716549786875,114,UDP,1862,90,1
192.168.154.147,TCP,UDP-Lag,945,3.2806264017898523,11,UDP,1222,81,1
192.168.248.92,POST,UDP-Lag,9418,4.830132014734307,107,ICMP,2314,3,1
192.168.17.43,POST,UDP-Lag,9701,3.5358627008901475,40,TCP,770,81,1
192.168.121.41,UDP,UDP-Lag,2593,3.240404915137164,4,TCP,3563,40,1
192.168.170.178,POST,UDP-Lag,7821,3.1064099050228817,34,UDP,1433,83,1
192.168.212.237,TCP,UDP-Lag,4687,2.0536998218333222,65,TCP,1958,82,1
192.168.168.39,UDP,UDP-Lag,8116,4.21203928659669,56,UDP,2305,28,1
192.168.113.245,UDP,UDP-Lag,3603,1.9665991522779824,10,TCP,1360,15,1
192.168.151.111,TCP,UDP-Lag,1399,3.531193808195253,81,UDP,4954,51,1
192.168.224.180,GET,UDP-Lag,3036,1.5364038591018692,71,TCP,1257,26,1
192.168.47.63,UDP,UDP-Lag,7246,0.8240065646548068,103,UDP,73,35,1
192.168.225.249,GET,UDP-Lag,2172,0.735840205760181,64,ICMP,1183,80,1
192.168.110.69,TCP,UDP-Lag,8739,3.209338397784913,13,ICMP,483,15,1
192.168.43.176,TCP,UDP-Lag,8096,1.7069791593499923,22,ICMP,1240,5,1
192.168.34.40,UDP,UDP-Lag,8963,1.4477415141027286,56,ICMP,2243,46,1
192.168.203.61,POST,UDP-Lag,1413,3.0010907138466907,65,UDP,3384,24,1
192.168.178.195,UDP,UDP-Lag,357,0.22578179688095934,92,TCP,403,2,1
192.168.62.58,POST,UDP-Lag,2801,1.3065056947249052,97,UDP,765,59,1
192.168.161.75,GET,UDP-Lag,9125,1.7686816980537292,13,UDP,1836,36,1
192.168.16.82,POST,UDP-Lag,7832,3.5710305939752707,1,UDP,2590,45,1
192.168.94.48,UDP,UDP-Lag,1314,2.770506111102378,38,TCP,804,95,1
192.168.247.138,POST,UDP-Lag,5389,4.294344223919603,119,UDP,4202,94,1
192.168.82.38,TCP,UDP-Lag,7553,1.7390811786926839,58,ICMP,4218,76,1
192.168.127.19,GET,UDP-Lag,5898,1.5525608621495368,25,ICMP,3003,37,1
192.168.164.187,TCP,UDP-Lag,9294,0.2626673019685516,42,UDP,2763,57,1
192.168.63.77,TCP,UDP-Lag,543,4.763414773127931,85,ICMP,2820,85,1
192.168.248.174,TCP,UDP-Lag,2071,2.557311517335835,33,ICMP,3125,12,1
192.168.131.202,TCP,UDP-Lag,1797,2.5623671819996936,57,TCP,3196,35,1
192.168.102.65,POST,UDP-Lag,5137,4.624837112193432,37,UDP,310,22,1
192.168.247.120,TCP,UDP-Lag,3352,1.5205993560500413,118,UDP,3828,72,1
192.168.91.238,POST,UDP-Lag,7177,1.7273200372241548,57,ICMP,4653,91,1
192.168.8.179,TCP,UDP-Lag,5072,3.3161037025362012,98,UDP,2961,27,1
192.168.238.234,UDP,UDP-Lag,6205,3.9473621790070323,62,UDP,2257,7,1
192.168.209.73,TCP,UDP-Lag,9173,3.526622554619207,3,ICMP,435,3,1
192.168.253.134,UDP,UDP-Lag,6459,3.9647195843591634,30,ICMP,3124,4,1
192.168.107.89,POST,UDP-Lag,5304,2.9180293925239265,119,UDP,850,88,1
192.168.39.113,GET,UDP-Lag,8998,4.327835065286857,67,TCP,107,8,1
192.168.188.28,POST,UDP-Lag,9296,2.795522977338903,63,ICMP,2672,45,1
192.168.97.182,GET,UDP-Lag,4404,1.2237690735309246,82,UDP,120,77,1
192.168.37.137,GET,UDP-Lag,3503,2.75433542184323,23,ICMP,3035,73,1
192.168.82.56,TCP,UDP-Lag,2566,3.593428957269078,72,UDP,4810,20,1
192.168.187.85,GET,UDP-Lag,6119,3.3025191631330664,73,UDP,1893,84,1
192.168.2.189,POST,UDP-Lag,7424,1.2907821385566056,66,TCP,2162,5,1
192.168.58.107,TCP,UDP-Lag,8888,0.30128331722018087,61,ICMP,3717,46,1
192.168.123.188,GET,UDP-Lag,5258,1.3371557259139384,2,TCP,760,69,1
192.168.230.250,POST,UDP-Lag,244,4.921806149143226,27,ICMP,1647,35,1
192.168.168.164,GET,UDP-Lag,9387,1.0038845779132013,48,TCP,4550,65,1
192.168.114.252,GET,UDP-Lag,4341,2.3754216166053785,103,ICMP,232,15,1
192.168.107.37,TCP,UDP-Lag,6260,3.227894416852044,63,TCP,1595,17,1
192.168.79.92,TCP,UDP-Lag,5180,4.409418606742757,100,TCP,562,76,1
192.168.18.98,POST,UDP-Lag,371,3.8252673238980175,5,ICMP,1807,46,1
192.168.63.150,TCP,UDP-Lag,6755,4.5538702172469545,1,TCP,876,61,1
192.168.139.186,TCP,UDP-Lag,1752,3.0614800985345774,22,TCP,1639,43,1
192.168.185.205,UDP,UDP-Lag,880,4.340062159826268,74,ICMP,993,79,1
192.168.4.214,UDP,UDP-Lag,8430,1.3928306859821264,109,ICMP,3736,78,1
192.168.135.61,POST,UDP-Lag,5656,2.2097677266323372,24,UDP,1557,91,1
192.168.107.54,TCP,UDP-Lag,141,4.234485124311444,59,ICMP,4354,22,1
192.168.88.68,POST,UDP-Lag,3927,1.6952619721114872,79,UDP,4819,9,1
192.168.220.207,UDP,UDP-Lag,2386,4.368988506768135,97,TCP,2477,47,1
192.168.129.55,UDP,UDP-Lag,7726,1.879263832652857,50,ICMP,3572,85,1
192.168.3.206,UDP,UDP-Lag,1630,1.8806340482443777,23,UDP,677,3,1
192.168.166.242,POST,UDP-Lag,9650,1.614261282476608,78,ICMP,3757,52,1
192.168.121.129,TCP,UDP-Lag,8416,2.7800211098240863,18,UDP,425,31,1
192.168.102.38,GET,UDP-Lag,5842,0.7324368206037277,89,UDP,1601,13,1
192.168.85.240,TCP,UDP-Lag,7796,0.27935299405529435,22,ICMP,1341,2,1
192.168.157.133,POST,UDP-Lag,523,4.497323601857854,44,TCP,630,78,1
192.168.241.202,UDP,UDP-Lag,319,4.65179744741158,44,TCP,4230,7,1
192.168.92.21,GET,UDP-Lag,6600,0.473236243270432,37,UDP,3009,29,1
192.168.242.199,POST,UDP-Lag,743,2.793518019311314,7,UDP,2066,4,1
192.168.195.109,UDP,UDP-Lag,1465,2.744442582800388,90,TCP,4464,4,1
192.168.47.84,POST,UDP-Lag,2133,1.9249103340463254,24,ICMP,168,88,1
192.168.83.35,GET,UDP-Lag,1285,2.88763362047259,77,ICMP,4006,21,1
192.168.196.69,UDP,UDP-Lag,4017,2.344784794067518,41,TCP,4013,45,1
192.168.129.196,TCP,UDP-Lag,8375,2.4992115696023176,70,TCP,17,28,1
192.168.140.188,POST,UDP-Lag,4835,3.8011504331274457,85,TCP,1546,8,1
192.168.27.56,GET,UDP-Lag,6175,2.6772053099371744,71,UDP,1531,42,1
192.168.234.23,TCP,UDP-Lag,6684,1.6859246547460964,18,TCP,3814,17,1
192.168.153.21,GET,UDP-Lag,6018,2.9491349492358836,79,TCP,1498,9,1
192.168.61.63,POST,UDP-Lag,890,3.2396945856730155,72,TCP,543,61,1
192.168.122.52,GET,UDP-Lag,5133,3.345325585596888,60,TCP,727,84,1
192.168.88.153,UDP,UDP-Lag,1511,3.1297025897871653,52,ICMP,379,69,1
192.168.237.55,GET,UDP-Lag,4984,3.3565535472397197,80,ICMP,4436,99,1
192.168.46.32,POST,UDP-Lag,3522,1.6194546399695662,49,TCP,4303,41,1
192.168.55.96,UDP,UDP-Lag,7213,2.2860561740885568,67,UDP,3494,29,1
192.168.133.36,GET,UDP-Lag,6625,3.376660229346304,45,UDP,3464,76,1
192.168.110.234,GET,UDP-Lag,4893,3.796405853862764,9,ICMP,846,54,1
192.168.177.106,UDP,UDP-Lag,7789,2.2273160304253206,116,UDP,3853,32,1
192.168.58.39,TCP,UDP-Lag,2559,1.890130933233031,111,UDP,4822,95,1
192.168.80.97,TCP,UDP-Lag,9207,3.6078250103470064,26,ICMP,674,95,1
192.168.113.213,UDP,UDP-Lag,6072,1.1886485811931646,26,TCP,3521,65,1
192.168.61.137,GET,UDP-Lag,2088,0.14651175812639294,30,TCP,3040,43,1
192.168.6.243,TCP,UDP-Lag,1900,2.4087134120071703,27,ICMP,2058,69,1
192.168.109.35,UDP,UDP-Lag,7482,0.9495284586490702,80,TCP,4446,76,1
192.168.39.150,POST,UDP-Lag,8976,1.9535855192780767,112,TCP,738,80,1
192.168.169.118,GET,UDP-Lag,2503,1.5270473362902492,115,ICMP,3959,16,1
192.168.5.170,POST,UDP-Lag,3066,3.9085832537192,4,ICMP,4313,21,1
192.168.87.209,GET,UDP-Lag,6675,1.7239016470591686,51,ICMP,3450,33,1
192.168.76.215,TCP,UDP-Lag,7454,3.2393113778076823,83,UDP,1725,26,1
192.168.208.195,POST,UDP-Lag,4053,3.402171723336674,98,ICMP,2654,3,1
192.168.158.57,POST,UDP-Lag,2363,2.3366259992065412,70,ICMP,1062,23,1
192.168.127.214,UDP,UDP-Lag,4673,0.49728188409166696,109,ICMP,4684,89,1
192.168.201.29,TCP,UDP-Lag,3213,3.531788921769489,79,ICMP,1319,54,1
192.168.239.165,TCP,UDP-Lag,7236,0.46832278190930154,10,TCP,830,84,1
192.168.87.141,GET,UDP-Lag,7065,0.5861435025334397,118,ICMP,3586,47,1
192.168.160.46,UDP,UDP-Lag,7832,1.0603871069969553,106,ICMP,3222,36,1
192.168.116.239,UDP,UDP-Lag,5264,1.473841409161974,36,UDP,3385,35,1
192.168.112.151,GET,UDP-Lag,8671,4.247613331573137,46,UDP,2148,43,1
192.168.45.145,POST,UDP-Lag,6988,3.4071167078120363,104,TCP,1303,33,1
192.168.247.104,GET,UDP-Lag,3038,1.9973426632421252,6,ICMP,3076,5,1
192.168.85.194,GET,UDP-Lag,5206,4.895274510687691,108,ICMP,4806,4,1
192.168.229.134,GET,UDP-Lag,5562,1.2936524571874146,104,ICMP,1961,58,1
192.168.108.18,UDP,UDP-Lag,9838,3.0880904981828468,70,UDP,1701,52,1
192.168.94.150,GET,UDP-Lag,2400,4.251349133870105,79,TCP,3021,72,1
192.168.246.33,GET,UDP-Lag,4038,4.029910631988247,93,UDP,1025,75,1
192.168.158.209,GET,UDP-Lag,2920,0.5425079679715711,89,ICMP,600,50,1
192.168.126.235,TCP,UDP-Lag,6537,3.5166436960052607,83,UDP,1442,27,1
192.168.160.170,POST,UDP-Lag,2960,1.3635324022081905,78,ICMP,4106,10,1
192.168.243.206,POST,UDP-Lag,4663,1.8430940425207871,3,ICMP,2423,62,1
192.168.122.138,POST,UDP-Lag,2914,2.4960607133247112,50,ICMP,646,20,1
192.168.239.252,POST,UDP-Lag,1067,3.9746758137204283,42,TCP,1992,32,1
192.168.115.164,UDP,UDP-Lag,4740,0.9143870690783316,110,UDP,3197,48,1
192.168.162.201,UDP,UDP-Lag,9574,0.6319206516941219,78,ICMP,3373,91,1
192.168.234.28,GET,UDP-Lag,8423,0.8518621007138588,54,ICMP,4748,49,1
192.168.11.206,UDP,UDP-Lag,6809,1.1692953244007176,103,TCP,1647,82,1
192.168.167.247,POST,UDP-Lag,2501,0.3915590836740428,39,TCP,3142,26,1
192.168.47.246,TCP,UDP-Lag,2002,4.639146700893379,85,ICMP,4320,35,1
192.168.127.147,GET,UDP-Lag,4750,1.6635086947348672,118,ICMP,1755,28,1
192.168.118.143,GET,UDP-Lag,8504,0.9671805863454608,55,ICMP,751,65,1
192.168.126.156,POST,UDP-Lag,6263,3.2253875980421443,11,ICMP,843,98,1
192.168.152.72,POST,UDP-Lag,710,3.9562809819564824,114,TCP,3415,26,1
192.168.107.253,POST,UDP-Lag,1365,3.7908474114469426,74,UDP,3429,58,1
192.168.137.175,UDP,UDP-Lag,7431,3.6216652446567523,79,TCP,3511,6,1
192.168.33.190,GET,UDP-Lag,2969,0.34759687964603886,30,TCP,2304,50,1
192.168.225.19,POST,UDP-Lag,2122,3.932581644180187,108,UDP,2715,49,1
192.168.195.74,TCP,UDP-Lag,5492,2.559205342134105,119,ICMP,1506,58,1
192.168.168.175,GET,UDP-Lag,2069,3.2805214981544326,81,ICMP,1428,46,1
192.168.234.193,GET,UDP-Lag,6675,4.786480660242209,118,UDP,3855,89,1
192.168.157.178,UDP,UDP-Lag,865,4.0722954385228745,56,TCP,2743,81,1
192.168.98.243,GET,UDP-Lag,4827,4.144322845207424,29,ICMP,4072,90,1
192.168.141.246,POST,UDP-Lag,4784,0.9891893725030411,17,UDP,3275,21,1
192.168.129.162,POST,UDP-Lag,3679,2.4344439189830167,33,UDP,2609,96,1
192.168.93.176,TCP,UDP-Lag,2803,4.751694876550744,102,UDP,2375,25,1
192.168.239.205,GET,UDP-Lag,6555,2.955157735146457,21,ICMP,2465,96,1
192.168.48.177,GET,UDP-Lag,4735,0.6026732118447676,111,UDP,3806,63,1
192.168.245.64,UDP,UDP-Lag,251,3.685917141937683,115,TCP,3936,83,1
192.168.61.157,POST,UDP-Lag,1054,0.31034155081474457,78,TCP,1384,66,1
192.168.39.128,TCP,UDP-Lag,1362,3.7372566083183196,10,UDP,3621,35,1
192.168.88.26,POST,UDP-Lag,2075,4.410885872900972,106,UDP,3277,80,1
192.168.17.71,GET,UDP-Lag,3183,2.183725689005341,87,UDP,2951,80,1
192.168.13.69,GET,UDP-Lag,4271,2.126703028626928,103,TCP,280,33,1
192.168.26.49,TCP,UDP-Lag,6242,1.5906357485481604,39,ICMP,3979,50,1
192.168.195.7,GET,UDP-Lag,3721,4.396997597008291,78,TCP,2271,24,1
192.168.58.49,TCP,UDP-Lag,4991,2.784144559837096,47,UDP,2156,95,1
192.168.103.53,TCP,UDP-Lag,1654,2.9383737091096327,86,ICMP,684,23,1
192.168.193.241,POST,UDP-Lag,1952,3.3423662151647777,52,ICMP,602,81,1
192.168.62.17,TCP,UDP-Lag,4638,1.5711316430580977,41,UDP,2044,97,1
192.168.171.25,GET,UDP-Lag,8210,2.220652925617018,92,UDP,1533,37,1
192.168.251.253,UDP,UDP-Lag,2399,3.7338682348108647,47,TCP,961,63,1
192.168.131.207,UDP,UDP-Lag,5109,4.9288861458410285,73,TCP,3078,56,1
192.168.29.117,GET,UDP-Lag,7978,0.2680971463161982,87,TCP,507,63,1
192.168.235.160,UDP,UDP-Lag,7170,0.3089776399381805,71,UDP,1823,19,1
192.168.26.124,UDP,UDP-Lag,4414,2.1976041617163484,88,ICMP,1195,21,1
192.168.144.25,TCP,UDP-Lag,4769,3.3321469905671055,43,TCP,875,39,1
192.168.54.156,UDP,UDP-Lag,6293,1.993186661693053,37,UDP,2316,83,1
192.168.73.120,UDP,UDP-Lag,8131,4.998229404429379,73,ICMP,4289,72,1
192.168.56.65,UDP,UDP-Lag,9060,1.0572603646220657,64,UDP,2804,26,1
192.168.93.249,POST,UDP-Lag,2727,0.13883474423639475,102,UDP,2808,51,1
192.168.86.80,GET,UDP-Lag,597,1.0316338753325687,71,UDP,2118,60,1
192.168.169.243,TCP,UDP-Lag,8600,4.445527637996375,60,TCP,3191,82,1
192.168.108.179,UDP,UDP-Lag,3411,0.8112300650554766,87,UDP,3789,78,1
192.168.118.233,GET,UDP-Lag,1974,2.44697642350254,25,UDP,4606,82,1
192.168.199.206,UDP,UDP-Lag,5293,2.154453285535096,119,UDP,734,92,1
192.168.157.83,POST,UDP-Lag,4697,3.362054074326532,110,TCP,4556,97,1
192.168.147.194,POST,UDP-Lag,6731,0.36751837345531946,115,UDP,1662,6,1
192.168.169.173,UDP,UDP-Lag,2751,3.3278758382245077,22,UDP,4554,7,1
192.168.15.131,UDP,UDP-Lag,471,1.8382830555134435,118,TCP,4663,60,1
192.168.139.181,UDP,UDP-Lag,385,4.637593839504244,43,UDP,4135,61,1
192.168.174.30,POST,UDP-Lag,9768,4.2595479149709385,71,ICMP,970,5,1
192.168.57.232,POST,UDP-Lag,106,2.057580617540172,70,UDP,262,91,1
192.168.146.179,GET,UDP-Lag,4000,4.965170033237478,36,UDP,4280,8,1
192.168.128.48,TCP,UDP-Lag,7105,0.35452438801561115,46,TCP,4616,33,1
192.168.194.224,TCP,UDP-Lag,3197,3.964297878314535,22,TCP,3600,57,1
192.168.136.22,POST,UDP-Lag,3587,2.225798967734077,35,TCP,3960,12,1
192.168.6.204,TCP,UDP-Lag,6478,2.2231952084791686,113,TCP,386,37,1
192.168.239.185,UDP,UDP-Lag,771,0.9336556109121792,47,ICMP,4349,15,1
192.168.104.36,GET,UDP-Lag,435,2.622911607864079,33,UDP,1035,17,1
192.168.79.220,POST,UDP-Lag,2867,0.5151206347124178,85,UDP,1540,37,1
192.168.116.57,POST,UDP-Lag,7476,3.121228177101849,75,ICMP,1807,51,1
192.168.49.173,TCP,UDP-Lag,7165,1.2837931601840478,13,TCP,4164,29,1
192.168.82.66,UDP,UDP-Lag,309,3.6518044242699137,56,UDP,2475,3,1
192.168.77.45,GET,UDP-Lag,4538,3.0760714394572064,67,ICMP,2057,75,1
192.168.246.79,TCP,UDP-Lag,8841,3.757384542882085,13,UDP,4633,26,1
192.168.20.192,POST,UDP-Lag,7586,3.7737361441476356,50,ICMP,1601,45,1
192.168.221.123,POST,UDP-Lag,3305,1.063874321580162,105,ICMP,3688,6,1
192.168.234.221,TCP,UDP-Lag,9281,0.1033061744843208,57,UDP,4791,99,1
192.168.67.83,UDP,UDP-Lag,4098,1.8922301710244145,98,TCP,801,88,1
192.168.3.182,GET,UDP-Lag,8997,4.603439157402894,28,TCP,2070,98,1
192.168.206.64,GET,UDP-Lag,3207,2.931706984715588,104,ICMP,3276,54,1
192.168.40.59,GET,UDP-Lag,526,3.664759827562583,98,TCP,4251,88,1
192.168.183.62,GET,UDP-Lag,5333,4.409894653865409,96,UDP,3595,19,1
192.168.132.251,UDP,UDP-Lag,9841,4.539685413851016,87,ICMP,2858,13,1
192.168.60.116,POST,UDP-Lag,2409,2.6922232708161937,88,UDP,1486,57,1
192.168.75.122,POST,UDP-Lag,7455,2.75061621606907,65,UDP,4174,73,1
192.168.223.107,GET,UDP-Lag,8074,4.26960032204227,24,TCP,4815,83,1
192.168.96.91,GET,UDP-Lag,1311,4.056678632921067,67,UDP,4859,96,1
192.168.158.235,GET,UDP-Lag,6373,3.5244071395366827,81,ICMP,4153,85,1
192.168.130.62,TCP,UDP-Lag,5987,3.0618750411699023,7,ICMP,339,96,1
192.168.49.137,TCP,UDP-Lag,1632,3.124354002634945,74,UDP,274,57,1
192.168.92.159,POST,UDP-Lag,1548,1.8782655886545874,83,UDP,3962,46,1
192.168.124.226,POST,UDP-Lag,8990,4.220496962268286,24,ICMP,1893,12,1
192.168.61.248,GET,UDP-Lag,8772,3.1271205549275787,9,TCP,3757,29,1
192.168.207.48,TCP,UDP-Lag,2259,1.1952875049835021,114,TCP,4529,97,1
192.168.153.164,UDP,UDP-Lag,4113,1.275232064696738,15,TCP,2439,65,1
192.168.136.201,TCP,UDP-Lag,7278,4.321854767488825,113,UDP,1922,49,1
192.168.250.58,POST,UDP-Lag,9350,3.1659669736192857,56,UDP,3414,4,1
192.168.101.112,TCP,UDP-Lag,5716,2.0536502292968657,86,ICMP,1284,77,1
192.168.173.62,POST,UDP-Lag,8731,1.0167937202529092,17,ICMP,4092,87,1
192.168.39.224,GET,UDP-Lag,8246,3.0900582689014886,19,ICMP,2222,28,1
192.168.58.244,UDP,UDP-Lag,8317,1.003120862095575,9,ICMP,1748,50,1
192.168.209.99,GET,UDP-Lag,5422,2.4038184529696753,64,TCP,3267,12,1
192.168.229.211,GET,UDP-Lag,6200,3.419801617782058,57,UDP,3513,83,1
192.168.192.44,UDP,UDP-Lag,522,2.8705356281734917,38,UDP,3379,97,1
192.168.29.59,UDP,UDP-Lag,9623,4.618289510618714,83,TCP,4404,18,1
192.168.71.92,UDP,UDP-Lag,887,0.294633889073668,8,ICMP,2643,98,1
192.168.9.127,POST,UDP-Lag,8844,1.470994891671874,6,ICMP,556,94,1
192.168.220.134,GET,UDP-Lag,1236,0.3797218960661073,49,UDP,2255,6,1
192.168.157.186,POST,UDP-Lag,6511,1.0535607271053478,102,ICMP,1141,68,1
192.168.145.144,UDP,UDP-Lag,1531,0.7075183456431003,45,UDP,3805,76,1
192.168.215.223,POST,UDP-Lag,7749,3.6900419723991345,21,TCP,1786,23,1
192.168.131.21,UDP,UDP-Lag,7382,1.9099421123425504,93,UDP,1114,28,1
192.168.64.90,TCP,UDP-Lag,281,4.6327169288948005,34,TCP,3100,75,1
192.168.36.234,UDP,UDP-Lag,377,0.21455083629114563,12,ICMP,3616,92,1
192.168.229.245,GET,UDP-Lag,6431,3.299328506226473,39,UDP,1241,40,1
192.168.214.62,GET,UDP-Lag,5289,4.855669521300893,96,ICMP,3893,98,1
192.168.170.76,GET,UDP-Lag,999,0.9616097270690914,6,ICMP,71,48,1
192.168.170.189,POST,UDP-Lag,7088,2.2679179283993514,81,ICMP,4126,34,1
192.168.13.11,GET,UDP-Lag,8098,3.5392604667343437,32,UDP,2869,85,1
192.168.54.16,UDP,UDP-Lag,2347,3.202376196683523,60,ICMP,4767,92,1
192.168.8.104,TCP,UDP-Lag,1357,2.873532939771787,8,UDP,1545,62,1
192.168.59.57,GET,UDP-Lag,8439,1.7011050225665854,38,ICMP,2371,58,1
192.168.40.237,POST,UDP-Lag,2829,3.6681797723112166,93,TCP,2418,34,1
192.168.187.130,TCP,UDP-Lag,7368,3.3009508576348483,95,UDP,1180,57,1
192.168.94.222,GET,UDP-Lag,3386,0.8977213986743823,19,TCP,2714,29,1
192.168.204.138,GET,UDP-Lag,5385,4.824044583397911,117,TCP,1107,90,1
192.168.44.139,TCP,UDP-Lag,9580,2.8227972538065855,55,UDP,2453,77,1
192.168.207.80,GET,UDP-Lag,9933,2.674761845075918,9,UDP,4709,52,1
192.168.81.218,POST,UDP-Lag,8457,4.256359720178601,52,UDP,3352,98,1
192.168.2.178,UDP,UDP-Lag,7552,3.238026202081986,28,ICMP,281,83,1
192.168.140.115,UDP,UDP-Lag,7576,0.4649485043712388,62,ICMP,1716,8,1
192.168.90.23,TCP,UDP-Lag,1699,2.582287931572274,48,TCP,1114,93,1
192.168.146.62,UDP,UDP-Lag,2912,3.9249228151806657,114,UDP,2177,16,1
192.168.224.113,GET,UDP-Lag,8851,3.5299025888667677,115,TCP,4405,92,1
192.168.128.62,GET,UDP-Lag,967,4.856766748299459,39,ICMP,1988,30,1
192.168.38.249,POST,UDP-Lag,8403,0.222089770461062,104,TCP,4581,87,1
192.168.239.195,UDP,UDP-Lag,4187,1.3799728875379693,53,TCP,3179,93,1
192.168.166.195,TCP,UDP-Lag,7397,2.7908666357838854,95,UDP,3022,84,1
192.168.222.61,GET,UDP-Lag,5499,3.1355000152016714,63,UDP,3071,81,1
192.168.129.222,TCP,UDP-Lag,5732,1.4443443309479465,19,TCP,1529,26,1
192.168.173.224,GET,UDP-Lag,2861,4.151328165241734,33,ICMP,2840,57,1
192.168.156.149,GET,UDP-Lag,3471,0.9053041852884631,64,TCP,4379,39,1
192.168.122.110,POST,UDP-Lag,4265,0.10416063714641888,26,ICMP,1131,33,1
192.168.13.155,UDP,UDP-Lag,9340,4.766717852043035,45,TCP,3405,78,1
192.168.100.135,POST,UDP-Lag,2771,2.0186282927074886,1,TCP,4966,31,1
192.168.22.74,UDP,UDP-Lag,8364,4.791700024684858,75,UDP,4357,80,1
192.168.231.181,TCP,UDP-Lag,3303,1.4618648416915978,66,TCP,3302,21,1
192.168.207.207,UDP,UDP-Lag,838,0.41089831214300687,117,ICMP,1930,99,1
192.168.132.224,TCP,UDP-Lag,306,3.885346062309814,35,TCP,4317,50,1
192.168.23.119,GET,UDP-Lag,4075,4.195515705945922,77,TCP,693,83,1
192.168.70.216,TCP,UDP-Lag,6006,2.5112258043534164,103,ICMP,2446,6,1
192.168.84.250,TCP,UDP-Lag,6791,0.46186666687153666,98,TCP,714,60,1
192.168.101.84,GET,UDP-Lag,3704,3.3052569673693553,98,TCP,2845,87,1
192.168.204.161,TCP,UDP-Lag,7710,0.9925054749282708,99,TCP,4726,90,1
192.168.28.136,TCP,UDP-Lag,3301,4.261969585965793,96,TCP,4725,73,1
192.168.1.165,GET,UDP-Lag,5318,1.4427132857567369,45,ICMP,2757,13,1
192.168.63.22,GET,UDP-Lag,7226,4.253761312538246,76,ICMP,1730,58,1
192.168.70.125,GET,UDP-Lag,7612,2.191930255278245,33,ICMP,1828,44,1
192.168.149.96,UDP,UDP-Lag,8849,3.0227904123159384,82,ICMP,1522,79,1
192.168.163.79,GET,UDP-Lag,4476,3.9688563324227353,69,TCP,301,32,1
192.168.5.60,GET,UDP-Lag,3977,0.29815229061636356,83,ICMP,4093,59,1
192.168.120.46,TCP,UDP-Lag,5376,4.123713430329945,31,TCP,1029,81,1
192.168.178.176,POST,UDP-Lag,2202,0.7793754046509384,91,UDP,3919,45,1
192.168.134.217,POST,UDP-Lag,8788,1.856249940494634,64,TCP,1820,55,1
192.168.56.110,UDP,UDP-Lag,7938,2.4166270475442095,106,TCP,4123,93,1
192.168.187.248,UDP,UDP-Lag,5524,4.4875902599762805,102,ICMP,1711,49,1
192.168.232.157,POST,UDP-Lag,9924,0.20995907668839636,114,ICMP,3187,61,1
192.168.199.104,POST,UDP-Lag,538,2.8400927806542486,15,ICMP,4474,40,1
192.168.77.230,GET,UDP-Lag,1872,3.2483602503057334,46,UDP,4193,82,1
192.168.146.2,TCP,UDP-Lag,7810,1.6512533145854602,48,TCP,1160,34,1
192.168.8.75,GET,UDP-Lag,5672,1.523385179416353,68,UDP,388,89,1
192.168.225.182,UDP,UDP-Lag,3171,2.5032988767012916,83,TCP,1904,12,1
192.168.125.38,POST,UDP-Lag,3824,1.0167920475368957,85,TCP,4260,15,1
192.168.176.27,UDP,UDP-Lag,6496,2.3937827550643003,40,UDP,1899,88,1
192.168.20.140,GET,UDP-Lag,3502,3.8486240851017226,1,UDP,1439,9,1
192.168.43.189,UDP,UDP-Lag,8891,4.242437970386522,20,TCP,4777,20,1
192.168.31.91,UDP,UDP-Lag,8889,1.9872907860046138,22,UDP,1002,89,1
192.168.224.61,TCP,UDP-Lag,5531,3.1247783944040592,54,ICMP,1160,88,1
192.168.202.195,UDP,UDP-Lag,8622,0.10010053800838536,77,TCP,4254,49,1
192.168.109.91,GET,UDP-Lag,7883,2.7967271699901164,105,ICMP,813,90,1
192.168.163.95,TCP,UDP-Lag,7167,4.8786578964232,65,UDP,1390,14,1
192.168.143.144,UDP,UDP-Lag,9441,1.630098633089936,15,ICMP,3011,5,1
192.168.253.13,GET,UDP-Lag,4937,3.014403008625306,61,UDP,2397,48,1
192.168.113.35,POST,UDP-Lag,3040,3.835189922463504,79,ICMP,4490,57,1
192.168.244.203,TCP,UDP-Lag,9349,3.0837718028492493,14,UDP,1348,93,1
192.168.187.149,UDP,UDP-Lag,3497,2.1506498552875133,69,TCP,2996,60,1
192.168.243.182,UDP,UDP-Lag,271,0.847620309216704,49,TCP,1538,72,1
192.168.203.158,TCP,UDP-Lag,7668,2.372136847545331,6,TCP,4939,81,1
192.168.252.48,GET,UDP-Lag,9681,1.544442624975099,41,TCP,1487,43,1
192.168.245.35,UDP,UDP-Lag,6638,3.5100094149303582,31,UDP,3147,86,1
192.168.86.166,GET,UDP-Lag,667,2.2653725618009357,116,ICMP,1783,82,1
192.168.159.206,TCP,UDP-Lag,2620,4.264410846575875,90,TCP,2549,91,1
192.168.152.114,UDP,UDP-Lag,6359,1.0472799407765645,64,UDP,1751,64,1
192.168.177.224,POST,UDP-Lag,2805,2.146828598062511,89,UDP,2014,2,1
192.168.100.160,POST,UDP-Lag,2840,2.8317743843345604,51,TCP,2236,1,1
